id,name,type,subtype,district,neighbourhood,latitude,longitude,etymology_type,etymology_summary,named_after,named_after_wikidata,person_gender,person_birth_year,person_death_year,person_profession,person_nationality,naming_date,previous_names,source,confidence,etymology_summary_es,named_after_es
district_11,Carabanchel,district,,Carabanchel,,40.3805,-3.7416,unknown,"Former independent municipalities (Alto and Bajo) annexed in 1948. The most accepted etymology traces it to the pre-Roman/Indo-European root *kar-/*karav- meaning 'stone' (per Menéndez Pidal, Toponimia Prerromana Hispana 1953), describing 'stony ground'. Menéndez Pidal links it to Garabandal (Cantabria) as a variant. The earliest documented form is 'Caravangiel/Caravanchel' (1 January 1181, original parchment in Archivo de la Catedral de Toledo); 'Carauanchiel' appears in 1264. Alternatives: Arabic 'carab' (cultivable land, per Oliver Asin); 'garbanzal' (chickpea field); Illyrian anthroponym Caravantius with diminutive Carabancilius (per Caridad Arias 2004).",,,,,,,,,,"Menéndez Pidal, Toponimia Prerromana Hispana 1953; Caridad Arias (Anales IEM 44, 2004: dialnet.unirioja.es/servlet/articulo?codigo=3012173); Oliver Asin; Archivo Catedral de Toledo (1181 doc)",uncertain,"Antiguos municipios independientes (Alto y Bajo) anexionados en 1948. La etimología más aceptada lo vincula a la raíz prerromana/indoeuropea *kar-/*karav- que significa 'piedra' (según Menéndez Pidal, Toponimia Prerromana Hispana, 1953), describiendo un 'terreno pedregoso'. Menéndez Pidal lo relaciona con Garabandal (Cantabria) como variante. La forma documentada más antigua es 'Caravangiel/Caravanchel' (1 de enero de 1181, pergamino original en el Archivo de la Catedral de Toledo); 'Carauanchiel' aparece en 1264. Alternativas: árabe 'carab' (tierra cultivable, según Oliver Asín); 'garbanzal' (campo de garbanzos); antropónimo ilirio Caravantius con diminutivo Carabancilius (según Caridad Arias, 2004).",
district_12,Usera,district,,Usera,,40.3816,-3.7063,person,"Named after Colonel Marcelo Usera, who married the daughter of 'Tío Sordillo', a farmer whose lands he proposed to develop into housing plots (1925-1930).",Marcelo Usera,,M,,,military officer; developer,Spanish,,,en.wikipedia.org/wiki/Usera; es.wikipedia.org/wiki/Estacion_de_Usera; Madripedia,probable,"Debe su nombre al coronel Marcelo Usera, que se casó con la hija del 'Tío Sordillo', un labrador cuyas tierras propuso parcelar para construir viviendas (1925-1930).",Marcelo Usera
district_13,Puente de Vallecas,district,,Puente de Vallecas,,40.3926,-3.6620,descriptive,"'Vallecas' from 'Valle de Cas' (oak valley), documented as 'Balecas' in the 1202 Fuero de Madrid. 'Puente' (bridge) refers to a bridge over the Abroigal stream that connected the area to Madrid proper.",,,,,,,,,,Wikipedia; TakeWalks,verified,"'Vallecas' de 'Valle de Cas' (valle de robles), documentado como 'Balecas' en el Fuero de Madrid de 1202. 'Puente' se refiere a un puente sobre el arroyo del Abroñigal que conectaba la zona con Madrid.",
district_14,Moratalaz,district,,Moratalaz,,40.4076,-3.6422,descriptive,Hybrid pre-Arabic/Arabic toponym per Teres Sadaba (CSIC 1986): 'Morat' (pre-Arabic/Visigothic: elevated place/height) + 'Alfaz' (Arabic: sown/cultivated field) = 'cultivated field on a height'. First documented as 'Morat Alfaz' in 1206 in a property deed benefiting the Order of Calatrava. Madrid-specific first mention: 1425. Alternative: from vulgar Latin *Muratella* (from *murus*: wall).,,,,,,,,,,Teres Sadaba (CSIC 1986); historias-matritenses.blogspot.com/2012/10/moratalaz-de-dehesa-distrito.html; parquelineal.es,probable,"Topónimo híbrido prearábigo/árabe según Terés Sádaba (CSIC, 1986): 'Morat' (prearábigo/visigodo: lugar elevado/altura) + 'Alfaz' (árabe: campo sembrado/cultivado) = 'campo cultivado en una altura'. Primera documentación como 'Morat Alfaz' en 1206, en una escritura de propiedad a favor de la Orden de Calatrava. Primera mención específica de Madrid: 1425. Alternativa: del latín vulgar *Muratella* (de *murus*: muro).",
district_15,Ciudad Lineal,district,,Ciudad Lineal,,40.4419,-3.6513,person,"Named after Arturo Soria y Mata's (1844-1920) revolutionary 'Ciudad Lineal' (linear city) urban planning concept, conceived 1882/1886 and built 1892-1911. A narrow city stretching along a single transportation axis, with the boulevard Calle de Arturo Soria as its spine.",Arturo Soria,Q715548,M,1844,1920,urban planner; engineer; journalist,Spanish,,,es.wikipedia.org/wiki/Calle_de_Arturo_Soria; revivemadrid.com; callesdemadrid.cc,verified,"Debe su nombre al revolucionario concepto urbanístico de la 'Ciudad Lineal' de Arturo Soria y Mata (1844-1920), concebido en 1882/1886 y construido entre 1892 y 1911. Una ciudad estrecha que se extendía a lo largo de un único eje de transporte, con la calle de Arturo Soria como columna vertebral.",Arturo Soria
district_16,Hortaleza,district,,Hortaleza,,40.4735,-3.6370,unknown,"Former independent village annexed to Madrid in 1950. First documented 1361. Disputed etymology: (1) Latin 'hortus' (garden/orchard) -- most commonly cited but weakened by Felipe II's 1579 Relaciones noting main crops were cereals, not vegetables; (2) Latin 'Orta Lucis' (sunrise) -- proposed by Vicente Muzas in La Ciudad Lineal no. 323 (1907), supported by the historical spelling 'Ortaleza' without H until mid-19th century; (3) Corruption of 'fortaleza' (fortress) -- no archaeological remains found.",,,,,,,,,,Relaciones topograficas Felipe II 1579; Muzas 1907 (La Ciudad Lineal no. 323); periodicohortaleza.org/la-fabula-del-nombre-de-hortaleza; es.wikipedia.org/wiki/Hortaleza_(municipio),uncertain,"Antigua aldea independiente anexionada a Madrid en 1950. Primera documentación en 1361. Etimología disputada: (1) del latín 'hortus' (huerto/jardín), la más citada pero debilitada por las Relaciones de Felipe II de 1579, que señalan que los cultivos principales eran cereales, no hortalizas; (2) del latín 'Orta Lucis' (salida de la luz/amanecer), propuesta por Vicente Muzas en La Ciudad Lineal n.º 323 (1907), respaldada por la grafía histórica 'Ortaleza' sin H hasta mediados del siglo XIX; (3) corrupción de 'fortaleza', sin restos arqueológicos que la sustenten.",
district_17,Villaverde,district,,Villaverde,,40.3478,-3.6979,descriptive,"'Villa verde' = green village/town, from Latin 'villa viridis'. A descriptive name referring to the verdant landscape of this former independent municipality south of Madrid. Annexed by Madrid in 1954.",,,,,,,,,,es.wikipedia.org/wiki/Villaverde_(Madrid); Ayto. Madrid,probable,"'Villa verde' = pueblo verde, del latín 'villa viridis'. Nombre descriptivo que alude al paisaje verdoso de este antiguo municipio independiente al sur de Madrid. Anexionado por Madrid en 1954.",
district_18,Villa de Vallecas,district,,Villa de Vallecas,,40.3750,-3.6181,descriptive,"'Vallecas' etymology debated: from Latin 'vallis' + Arab personal name 'Kas', or from 'Vallis Egas'. 'Villa' denotes its former status as an independent municipality. First documented in 1202 in the Fuero de Madrid as 'Balecas'. Independent until annexed by Madrid in 1950.",,,,,,,,,,es.wikipedia.org/wiki/Villa_de_Vallecas; DiccET; Caridad Arias 2004; TakeWalks,verified,"Etimología de 'Vallecas' debatida: del latín 'vallis' + nombre árabe personal 'Kas', o de 'Vallis Egas'. 'Villa' indica su antiguo estatus de municipio independiente. Primera documentación en 1202 en el Fuero de Madrid como 'Balecas'. Independiente hasta su anexión a Madrid en 1950.",
district_19,Vicálvaro,district,,Vicálvaro,,40.4021,-3.6074,person,"From 'Vico Alvaro' = Alvaro's village/settlement. A pre-medieval personal name attached to the Latin 'vicus' (village). Former independent municipality annexed in 1951. Famous for the 'Vicalvarada' or Pronunciamiento de Vicalvaro (1854), a military uprising led by General O'Donnell.",,,,,,,,,,es.wikipedia.org/wiki/Vic%C3%A1lvaro; Madripedia; callesdemadrid.cc,probable,"De 'Vico Álvaro' = aldea/asentamiento de Álvaro. Un nombre personal premedieval unido al latín 'vicus' (aldea). Antiguo municipio independiente anexionado en 1951. Famoso por la 'Vicalvarada' o Pronunciamiento de Vicálvaro (1854), un levantamiento militar encabezado por el general O'Donnell.",
district_20,San Blas-Canillejas,district,,San Blas-Canillejas,,40.4277,-3.6128,person,"Compound name. San Blas: sources indicate the neighbourhood (planned 1958, built under Obra Sindical del Hogar) was named as a tribute to Blas Pérez González (1898-1978), Minister of Gobernación 1942-1957, with 'San' prefix added. See metro_137 entry. Canillejas: ancient municipality documented from the 13th century, annexed to Madrid in 1949, served as an agricultural settlement for six centuries.",Blas Pérez González,Q5730088,,,,,,,,en.wikipedia.org/wiki/Canillejas; en.wikipedia.org/wiki/San_Blas; eldistrito.es,probable,"Nombre compuesto. San Blas: las fuentes indican que el barrio (planificado en 1958, construido por la Obra Sindical del Hogar) fue nombrado en homenaje a Blas Pérez González (1898-1978), ministro de la Gobernación entre 1942 y 1957, con el prefijo 'San' añadido. Véase la entrada metro_137. Canillejas: antiguo municipio documentado desde el siglo XIII, anexionado a Madrid en 1949, que funcionó como asentamiento agrícola durante seis siglos.",Blas Pérez González
district_21,Barajas,district,,Barajas,,40.4700,-3.5698,unknown,"Former independent municipality annexed in 1949. Etymology debated: (1) Bar Axa theory: Philip II's 1575 Relaciones topograficas record 'en tiempo que los moros fue senor de este pueblo un moro llamado Baraja hijo de una mora llamada Aja'. Covarrubias (Tesoro 1611) supports this. (2) Latin *varalia* (fence of crossbars) per Nieto Ballester (1997). (3) Latin *uaralia* (quarrel/litigation) per Gutierre Tibon. (4) Pre-Roman toponym per Caridad Arias (Anales IEM XLVII, 2007).",,,,,,,,,,"Philip II Relaciones topograficas 1575; Covarrubias, Tesoro de la lengua 1611; Nieto Ballester 1997; Caridad Arias (Anales IEM XLVII, 2007); cvc.cervantes.es/foros/leer_asunto1.asp?vCodigo=45869",uncertain,"Antiguo municipio independiente anexionado en 1949. Etimología debatida: (1) Teoría de Bar Axa: las Relaciones topográficas de Felipe II de 1575 registran 'en tiempo que los moros fue señor de este pueblo un moro llamado Baraja hijo de una mora llamada Aja'. Covarrubias (Tesoro, 1611) la respalda. (2) Del latín *varalia* (valla de travesaños) según Nieto Ballester (1997). (3) Del latín *uaralia* (querella/litigio) según Gutierre Tibón. (4) Topónimo prerromano según Caridad Arias (Anales IEM XLVII, 2007).",
