id,name,type,subtype,district,neighbourhood,latitude,longitude,etymology_type,etymology_summary,named_after,named_after_wikidata,person_gender,person_birth_year,person_death_year,person_profession,person_nationality,naming_date,previous_names,source,confidence,etymology_summary_es,named_after_es
neighbourhood_011,Chamberi,neighbourhood,,Chamberi,Chamberi,40.4351,-3.7017,place,"See district entry. Disputed etymology linked to Chambery in Savoy, France. Multiple theories involving French/Savoyard connections.",Chambery (Savoy),Q165090,,,,,,,,Secretos de Madrid,uncertain,"Véase la entrada del distrito. Etimología disputada vinculada a Chambéry, en Saboya (Francia). Múltiples teorías relacionadas con conexiones francesas/saboyanas.",Chambéry (Saboya)
neighbourhood_012,Retiro,neighbourhood,,Retiro,Retiro,40.4094,-3.6825,historical,"Named after the Buen Retiro Palace (1633), built as a royal retreat for Felipe IV by the Count-Duke of Olivares. 'Retiro' means retreat. Origin traces to the San Jeronimo el Real monastery where monarchs retired during Lent and mourning periods. Opened to the public in 1868. UNESCO World Heritage since 2021.",Palacio del Buen Retiro,Q962117,,,,,,,,es.wikipedia.org/wiki/Estacion_de_Retiro; Civitatis; esmadrid.com,verified,"Debe su nombre al Palacio del Buen Retiro (1633), construido como lugar de retiro real para Felipe IV por el conde-duque de Olivares. 'Retiro' significa apartamiento o descanso. Su origen se remonta al monasterio de San Jerónimo el Real, donde los monarcas se retiraban durante la Cuaresma y los periodos de luto. Abierto al público en 1868. Patrimonio Mundial de la UNESCO desde 2021.",Palacio del Buen Retiro
neighbourhood_013,Sol,neighbourhood,,Centro,Sol,40.4169,-3.7036,historical,"From the Puerta del Sol, one of Madrid's medieval fortress gates. The gate may have had a sun carved on it, or it faced east toward the sunrise. First documented during the 1520-1522 Comuneros revolt.",Puerta del Sol,Q427163,,,,,,,,Wikipedia; Renfe Blog,verified,"De la Puerta del Sol, una de las puertas de la fortaleza medieval de Madrid. Es posible que la puerta luciera un sol tallado o que estuviera orientada al este, hacia el amanecer. Primera documentación durante la revuelta de los Comuneros (1520-1522).",Puerta del Sol
neighbourhood_014,La Latina,neighbourhood,,Latina,La Latina,40.4084,-3.7099,person,"Named after Beatriz Galindo 'La Latina' (1465-1534), a humanist scholar famous for her Latin expertise, who served as tutor and advisor to Queen Isabel la Católica. She founded the Hospital de la Latina nearby.",Beatriz Galindo,Q1708316,F,1465,1534,humanist; Latin scholar,Spanish,,,Wikipedia; Civitatis,verified,"Debe su nombre a Beatriz Galindo, 'La Latina' (1465-1534), humanista célebre por su dominio del latín, que sirvió como preceptora y consejera de la reina Isabel la Católica. Fundó el Hospital de la Latina en las inmediaciones.",Beatriz Galindo
neighbourhood_015,Embajadores,neighbourhood,,Centro,Embajadores,40.4052,-3.6991,historical,"From 'embajadores' (ambassadors). During the reign of King Juan II (15th century), foreign ambassadors fled a plague outbreak in Madrid and took refuge outside the city walls in this area. The street leading to their encampment became known as Calle de Embajadores.",,,,,,,,,,El Independiente; España Fascinante,verified,"De 'embajadores'. Durante el reinado de Juan II (siglo XV), los embajadores extranjeros huyeron de un brote de peste en Madrid y se refugiaron extramuros en esta zona. El camino que conducía a su campamento pasó a llamarse Calle de Embajadores.",
neighbourhood_016,Opera,neighbourhood,,Centro,Opera,40.4177,-3.7105,historical,Named after the Teatro Real (Royal Opera House) inaugurated in 1850 on the Plaza de Oriente. The surrounding area and the Metro station took the name.,Teatro Real,Q211250,,,,,,,,es.wikipedia.org/wiki/Estacion_de_Opera; es.wikipedia.org/wiki/Teatro_Real; esmadrid.com,verified,"Debe su nombre al Teatro Real (Ópera), inaugurado en 1850 en la Plaza de Oriente. Los alrededores y la estación de metro adoptaron el nombre.",Teatro Real
neighbourhood_017,Arguelles,neighbourhood,,Moncloa-Aravaca,Arguelles,40.4304,-3.7144,person,"Named after Agustín de Argüelles (1776-1844), a liberal lawyer and politician who participated in the Cortes of Cádiz and helped draft the 1812 Constitution. Known as 'El Divino' for his oratory.",Agustín de Argüelles,Q634348,M,1776,1844,lawyer; politician,Spanish,,,Muy Interesante; Wikipedia,verified,"Debe su nombre a Agustín de Argüelles (1776-1844), abogado y político liberal que participó en las Cortes de Cádiz y contribuyó a redactar la Constitución de 1812. Conocido como 'El Divino' por su elocuencia.",Agustín de Argüelles
neighbourhood_018,Moncloa,neighbourhood,,Moncloa-Aravaca,Moncloa,40.4357,-3.7235,person,"From the Palacio de la Moncloa, which takes its name from the Condesa de Moncloa who owned the estate. Now the official residence of the President of the Government of Spain. The name may derive from 'Mons Clovis' (Latin for Mount of Clovis), referencing the Frankish king.",Condesa de Moncloa,,F,,,,,,,es.wikipedia.org/wiki/Estacion_de_Moncloa; eldiario.es; esmadrid.com,probable,"Del Palacio de la Moncloa, que toma su nombre de la condesa de Moncloa, propietaria de la finca. Actualmente es la residencia oficial del Presidente del Gobierno de España. El nombre podría derivar de 'Mons Clovis' (latín para Monte de Clovis), en referencia al rey franco.",Condesa de Moncloa
neighbourhood_019,Atocha,neighbourhood,,Centro,Atocha,40.4066,-3.6929,historical,From the pre-Roman word *taucia meaning 'mata/matorral' (thicket/shrubland). 'Atocha' is a synonym for esparto grass (Stipa tenacissima) per the RAE. Corominas traces it through Mozarabic *attawca* back to pre-Roman *taucia. First documented in the Fuero de Madrid (1202) as 'Prato de Toia'. Site of the Basílica de Nuestra Señora de Atocha and Spain's first railway terminus (1851).,,,,,,,,,,CVC Cervantes; Corominas; Fuero de Madrid 1202; eldiario.es,verified,"Del vocablo prerromano *taucia, que significa 'mata/matorral'. 'Atocha' es sinónimo de esparto (Stipa tenacissima) según la RAE. Corominas lo traza a través del mozárabe *attawca* hasta el prerromano *taucia. Primera documentación en el Fuero de Madrid (1202) como 'Prato de Toia'. Emplazamiento de la Basílica de Nuestra Señora de Atocha y de la primera terminal ferroviaria de España (1851).",
neighbourhood_020,Callao,neighbourhood,,Centro,Callao,40.4200,-3.7062,event,"Named in tribute to the 1866 naval Battle of Callao, where the Spanish fleet attacked the Peruvian port of Callao. The plaza was named to commemorate the battle.",Battle of Callao (1866),Q2394918,,,,,,,,Espana Fascinante; Wikipedia,verified,"Nombrado en homenaje a la batalla naval de El Callao de 1866, en la que la flota española atacó el puerto peruano del Callao. La plaza recibió el nombre para conmemorar la batalla.",Batalla del Callao (1866)
